ticketId	eventId	ticketTime	soldBy	numProducts	totalPrice
186	5	2016-11-01 00:20:08	2	3	0.0
187	5	2016-11-01 00:14:33	2	3	0.0
188	5	2016-11-01 00:07:33	21	2	0.0
189	5	2016-11-01 00:17:07	2	2	0.0
190	5	2016-11-01 00:21:24	2	2	0.0
191	5	2016-11-01 00:29:27	2	1	0.0
192	5	2016-11-01 00:47:29	21	3	0.0
193	5	2016-11-01 00:20:51	2	4	0.0
194	5	2016-11-01 00:45:14	2	1	0.0
195	5	2016-11-01 00:51:52	21	5	0.0
196	5	2016-11-01 01:04:45	2	3	0.0
197	5	2016-11-01 00:26:09	2	3	0.0
198	5	2016-11-01 00:11:13	2	7	0.0
199	5	2016-10-31 23:53:18	21	2	0.0
200	5	2016-10-31 23:46:04	2	2	0.0
201	5	2016-10-31 23:34:53	2	1	0.0
202	5	2016-10-31 23:39:25	21	2	0.0
203	5	2016-10-31 23:30:05	21	1	0.0
204	5	2016-10-31 23:44:09	21	2	0.0
205	5	2016-10-31 23:52:00	2	2	0.0
206	5	2016-11-01 00:06:06	2	2	0.0
207	5	2016-11-01 00:12:59	2	2	0.0
208	5	2016-11-01 00:30:18	2	4	0.0
209	5	2016-11-01 00:36:51	2	2	0.0
210	5	2016-11-01 00:34:36	2	7	0.0
211	5	2016-11-01 00:32:18	21	1	0.0
212	5	2016-11-01 00:40:15	2	2	0.0
213	5	2016-11-01 00:48:10	2	3	0.0
214	5	2016-11-01 00:48:56	21	4	0.0
215	5	2016-11-01 00:44:54	2	2	0.0
216	5	2016-11-01 00:56:56	2	4	0.0
217	5	2016-11-01 00:50:28	2	2	0.0
218	5	2016-11-01 00:54:57	2	6	0.0
219	5	2016-11-01 00:56:44	21	2	0.0
220	5	2016-11-01 01:08:41	2	2	0.0
221	5	2016-11-01 01:07:17	2	4	0.0
222	5	2016-11-01 01:14:21	2	3	0.0
223	5	2016-11-01 01:09:49	2	2	0.0
224	5	2016-11-01 01:06:19	2	5	0.0
225	5	2016-11-01 00:50:58	21	6	0.0
226	5	2016-11-01 00:51:21	2	2	0.0
227	5	2016-11-01 00:48:37	2	2	0.0
228	5	2016-11-01 00:41:05	2	5	0.0
229	5	2016-11-01 00:45:27	21	6	0.0
230	5	2016-11-01 00:52:30	2	1	0.0
231	5	2016-11-01 00:53:35	2	2	0.0
232	5	2016-11-01 00:52:38	2	3	0.0
233	5	2016-11-01 00:54:25	2	4	0.0
234	5	2016-11-01 00:55:03	21	1	0.0
235	5	2016-11-01 01:06:30	2	1	0.0
236	5	2016-11-01 01:04:21	2	2	0.0
237	5	2016-11-01 01:13:13	2	4	0.0
238	5	2016-11-01 01:19:20	2	2	0.0
239	5	2016-11-01 01:14:58	2	2	0.0
240	5	2016-11-01 00:59:47	21	2	0.0
241	5	2016-11-01 00:51:58	2	5	0.0
242	5	2016-11-01 01:07:25	21	4	0.0
243	5	2016-11-01 01:02:48	2	6	0.0
244	5	2016-11-01 00:49:56	2	3	0.0
245	5	2016-11-01 00:55:40	21	3	0.0
246	5	2016-11-01 00:54:10	2	2	0.0
247	5	2016-11-01 00:52:02	2	6	0.0
248	5	2016-11-01 00:32:20	2	6	0.0
249	5	2016-11-01 00:43:09	2	2	0.0
250	5	2016-11-01 00:51:13	21	2	0.0
251	5	2016-11-01 00:48:45	21	2	0.0
252	5	2016-11-01 00:47:15	2	2	0.0
253	5	2016-11-01 00:53:03	21	6	0.0
254	5	2016-11-01 00:42:54	2	4	0.0
255	5	2016-11-01 00:42:07	2	2	0.0
256	5	2016-11-01 00:34:13	2	3	0.0
257	5	2016-11-01 00:43:12	2	3	0.0
258	5	2016-11-01 00:44:04	2	8	0.0
259	5	2016-11-01 00:35:33	21	2	0.0
260	5	2016-11-01 00:41:33	21	3	0.0
261	5	2016-11-01 00:50:55	2	4	0.0
262	5	2016-11-01 00:43:41	21	4	0.0
263	5	2016-11-01 00:50:02	2	2	0.0
264	5	2016-11-01 00:57:17	2	5	0.0
265	5	2016-11-01 00:42:54	21	4	0.0
266	5	2016-11-01 00:34:14	2	4	0.0
267	5	2016-11-01 00:29:08	2	2	0.0
268	5	2016-11-01 00:43:59	2	3	0.0
269	5	2016-11-01 01:02:59	2	1	0.0
270	5	2016-11-01 01:02:57	2	3	0.0
271	5	2016-11-01 00:51:50	2	1	0.0
272	5	2016-11-01 00:58:36	2	2	0.0
273	5	2016-11-01 00:58:49	21	4	0.0
274	5	2016-11-01 00:57:39	2	2	0.0
275	5	2016-11-01 01:07:56	2	4	0.0
276	5	2016-11-01 01:29:07	21	2	0.0
277	5	2016-11-01 01:49:47	2	4	0.0
278	5	2016-11-01 01:56:48	21	2	0.0
279	5	2016-11-01 01:58:10	2	4	0.0
280	5	2016-11-01 01:47:40	21	4	0.0
281	5	2016-11-01 01:44:55	2	1	0.0
282	5	2016-11-01 01:39:37	21	2	0.0
283	5	2016-11-01 01:49:42	2	3	0.0
284	5	2016-11-01 01:42:48	2	5	0.0
285	5	2016-11-01 01:39:29	21	2	0.0
286	5	2016-11-01 01:39:38	2	2	0.0
287	5	2016-11-01 01:29:14	2	1	0.0
288	5	2016-11-01 01:10:11	2	4	0.0
289	5	2016-11-01 01:02:56	2	2	0.0
290	5	2016-11-01 01:07:38	21	2	0.0
291	5	2016-11-01 01:11:57	2	3	0.0
292	5	2016-11-01 01:16:15	2	6	0.0
293	5	2016-11-01 01:32:27	2	2	0.0
294	5	2016-11-01 01:39:01	2	3	0.0
295	5	2016-11-01 01:40:47	2	2	0.0
296	5	2016-11-01 01:33:28	2	3	0.0
297	5	2016-11-01 01:27:49	2	8	0.0
298	5	2016-11-01 01:35:13	21	3	0.0
299	5	2016-11-01 01:19:43	2	2	0.0
300	5	2016-11-01 01:14:49	2	3	0.0
301	5	2016-11-01 01:00:02	2	5	0.0
302	5	2016-11-01 01:13:52	21	4	0.0
303	5	2016-11-01 01:20:54	2	2	0.0
304	5	2016-11-01 01:31:29	21	3	0.0
305	5	2016-11-01 01:51:24	2	3	0.0
306	5	2016-11-01 01:40:23	2	6	0.0
307	5	2016-11-01 01:52:15	2	3	0.0
308	5	2016-11-01 01:30:44	21	2	0.0
309	5	2016-11-01 01:31:59	2	2	0.0
310	5	2016-11-01 01:46:09	2	5	0.0
311	5	2016-11-01 01:43:13	2	5	0.0
312	5	2016-11-01 01:38:47	2	3	0.0
313	5	2016-11-01 01:38:08	21	3	0.0
314	5	2016-11-01 01:35:43	2	2	0.0
315	5	2016-11-01 01:44:12	21	2	0.0
316	5	2016-11-01 01:49:28	2	5	0.0
317	5	2016-11-01 01:40:57	2	1	0.0
318	5	2016-11-01 01:42:52	21	4	0.0
319	5	2016-11-01 01:50:42	21	2	0.0
320	6	2017-03-31 19:00:00	21	1	0.0
324	6	2017-03-31 19:00:38	6	2	0.0
325	6	2017-03-31 19:02:47	6	2	0.0
326	6	2017-03-31 19:13:54	21	2	0.0
327	6	2017-03-31 19:28:07	21	2	0.0
328	6	2017-03-31 19:11:43	6	1	0.0
329	6	2017-03-31 19:13:53	21	3	0.0
330	6	2017-03-31 19:11:21	6	3	0.0
331	6	2017-03-31 19:01:14	21	4	0.0
332	6	2017-03-31 19:06:22	6	3	0.0
333	6	2017-03-31 19:00:10	21	2	0.0
334	6	2017-03-31 19:24:13	21	1	0.0
335	6	2017-03-31 19:26:16	6	2	0.0
336	6	2017-03-31 19:31:42	21	1	0.0
337	6	2017-03-31 19:31:49	21	2	0.0
338	6	2017-03-31 19:43:20	6	3	0.0
339	6	2017-03-31 19:40:54	21	2	0.0
340	6	2017-03-31 19:47:49	6	3	0.0
341	6	2017-03-31 19:50:41	21	1	0.0
342	6	2017-03-31 19:47:39	21	2	0.0
343	6	2017-03-31 19:52:12	21	1	0.0
344	6	2017-03-31 20:03:03	6	2	0.0
345	6	2017-03-31 20:08:24	6	2	0.0
346	6	2017-03-31 20:13:39	6	1	0.0
347	6	2017-03-31 20:18:30	21	3	0.0
348	6	2017-03-31 20:20:20	6	3	0.0
349	6	2017-03-31 20:18:37	21	2	0.0
350	6	2017-03-31 20:29:52	6	2	0.0
351	6	2017-03-31 20:17:08	21	2	0.0
352	6	2017-03-31 20:27:02	21	2	0.0
353	6	2017-03-31 20:31:06	21	1	0.0
354	6	2017-03-31 20:41:43	6	3	0.0
355	6	2017-03-31 20:29:35	6	2	0.0
356	6	2017-03-31 20:11:28	21	1	0.0
357	6	2017-03-31 20:26:18	6	2	0.0
358	6	2017-03-31 20:37:47	6	1	0.0
359	6	2017-03-31 20:50:57	6	2	0.0
360	6	2017-03-31 20:44:49	6	1	0.0
361	6	2017-03-31 20:51:28	21	1	0.0
362	6	2017-03-31 20:46:48	21	2	0.0
363	6	2017-03-31 20:48:15	6	1	0.0
364	6	2017-03-31 21:06:42	6	3	0.0
365	6	2017-03-31 21:18:18	6	2	0.0
366	6	2017-03-31 21:16:39	21	3	0.0
367	6	2017-03-31 21:24:09	21	2	0.0
368	6	2017-03-31 21:19:43	21	2	0.0
369	6	2017-03-31 21:31:05	6	1	0.0
370	6	2017-03-31 21:41:17	6	3	0.0
371	6	2017-03-31 21:47:28	6	2	0.0
372	6	2017-03-31 21:54:20	6	3	0.0
373	6	2017-03-31 21:55:47	21	2	0.0
374	6	2017-03-31 21:40:31	21	1	0.0
375	6	2017-03-31 21:39:36	21	2	0.0
376	6	2017-03-31 21:39:44	6	1	0.0
377	6	2017-03-31 21:45:53	21	2	0.0
378	6	2017-03-31 21:38:50	21	2	0.0
379	6	2017-03-31 21:45:37	21	2	0.0
380	6	2017-03-31 21:40:19	6	2	0.0
381	6	2017-03-31 21:47:54	6	1	0.0
382	6	2017-03-31 21:42:19	21	1	0.0
383	6	2017-03-31 21:38:17	21	2	0.0
384	6	2017-03-31 21:36:51	21	2	0.0
385	6	2017-03-31 21:50:51	6	2	0.0
386	6	2017-03-31 21:54:28	6	3	0.0
387	6	2017-03-31 22:13:31	21	3	0.0
388	6	2017-03-31 22:03:17	21	3	0.0
389	6	2017-03-31 22:06:43	21	2	0.0
390	6	2017-03-31 22:03:47	21	3	0.0
391	6	2017-03-31 22:13:24	21	2	0.0
392	6	2017-03-31 22:16:20	21	2	0.0
393	6	2017-03-31 22:09:09	21	1	0.0
394	6	2017-03-31 22:19:10	6	2	0.0
395	6	2017-03-31 22:23:22	6	2	0.0
396	6	2017-03-31 22:28:12	21	2	0.0
397	6	2017-03-31 22:43:49	6	2	0.0
398	6	2017-03-31 22:50:12	6	1	0.0
399	6	2017-03-31 23:03:11	21	2	0.0
400	6	2017-03-31 22:59:13	21	3	0.0
401	6	2017-03-31 22:59:45	21	2	0.0
402	6	2017-03-31 23:16:54	21	2	0.0
403	6	2017-03-31 23:11:00	21	2	0.0
404	6	2017-03-31 23:17:10	21	3	0.0
405	6	2017-03-31 23:18:26	21	2	0.0
406	6	2017-03-31 23:34:24	6	2	0.0
407	6	2017-03-31 23:16:36	21	2	0.0
408	6	2017-03-31 23:42:47	6	1	0.0
409	6	2017-03-31 23:29:14	21	1	0.0
410	6	2017-03-31 23:32:54	21	1	0.0
411	6	2017-03-31 23:48:06	21	2	0.0
412	6	2017-03-31 23:31:36	21	2	0.0
413	6	2017-03-31 23:38:06	21	1	0.0
414	6	2017-03-31 23:34:06	21	1	0.0
415	6	2017-03-31 23:28:29	21	1	0.0
416	6	2017-03-31 23:27:01	21	2	0.0
417	6	2017-03-31 23:14:37	6	2	0.0
418	6	2017-03-31 23:16:54	21	2	0.0
419	6	2017-03-31 23:15:04	21	2	0.0
420	6	2017-03-31 23:21:49	21	2	0.0
421	6	2017-03-31 23:32:26	21	2	0.0
422	6	2017-03-31 23:11:57	6	2	0.0
423	6	2017-03-31 23:24:32	21	2	0.0
424	6	2017-03-31 23:30:52	6	1	0.0
425	6	2017-03-31 23:34:07	6	2	0.0
426	6	2017-03-31 23:44:22	21	2	0.0
427	6	2017-03-31 23:58:43	6	2	0.0
428	7	2017-02-16 19:00:00	1	3	0.0
430	7	2017-02-16 19:04:42	21	3	0.0
431	7	2017-02-16 19:08:42	21	5	0.0
432	7	2017-02-16 19:03:07	21	5	0.0
434	7	2017-02-16 19:02:09	21	1	0.0
435	7	2017-02-16 19:11:18	21	1	0.0
436	7	2017-02-16 19:18:03	21	6	0.0
437	7	2017-02-16 19:35:41	21	3	0.0
438	7	2017-02-16 20:02:55	1	1	0.0
439	7	2017-02-16 20:12:36	21	2	0.0
440	7	2017-02-16 20:24:00	21	5	0.0
441	7	2017-02-16 20:18:19	21	2	0.0
442	7	2017-02-16 20:13:23	21	5	0.0
443	7	2017-02-16 20:22:34	21	2	0.0
444	7	2017-02-16 20:29:40	21	5	0.0
445	7	2017-02-16 20:47:04	21	2	0.0
446	7	2017-02-16 20:38:07	21	2	0.0
447	7	2017-02-16 20:55:01	21	7	0.0
448	7	2017-02-16 20:58:41	21	4	0.0
449	8	2017-05-13 10:00:00	3	12	0.0
450	8	2017-05-13 10:03:17	3	11	0.0
451	8	2017-05-13 10:15:15	3	8	0.0
452	8	2017-05-13 10:31:18	3	8	0.0
453	8	2017-05-13 10:39:14	3	2	0.0
454	8	2017-05-13 10:50:41	3	10	0.0
455	8	2017-05-13 10:51:10	3	2	0.0
456	8	2017-05-13 10:53:22	3	3	0.0
457	8	2017-05-13 11:02:00	3	8	0.0
458	8	2017-05-13 11:02:30	3	1	0.0
459	8	2017-05-13 10:56:06	3	2	0.0
460	8	2017-05-13 10:52:13	3	7	0.0
461	8	2017-05-13 11:11:41	3	11	0.0
462	8	2017-05-13 11:20:23	3	6	0.0
463	8	2017-05-13 11:17:16	3	6	0.0
464	8	2017-05-13 11:19:47	3	7	0.0
465	8	2017-05-13 11:29:03	3	2	0.0
466	8	2017-05-13 11:16:44	3	9	0.0
467	8	2017-05-13 11:23:54	3	8	0.0
468	8	2017-05-13 11:17:57	3	12	0.0
469	8	2017-05-13 11:41:49	21	9	0.0
470	8	2017-05-13 11:43:29	3	10	0.0
471	8	2017-05-13 11:48:19	21	2	0.0
472	8	2017-05-13 11:54:00	3	5	0.0
473	8	2017-05-13 11:39:38	3	3	0.0
474	8	2017-05-13 11:38:50	21	9	0.0
475	8	2017-05-13 11:35:44	21	6	0.0
476	8	2017-05-13 11:34:20	3	2	0.0
477	8	2017-05-13 11:31:10	3	3	0.0
478	8	2017-05-13 11:51:30	3	5	0.0
479	8	2017-05-13 11:47:43	3	4	0.0
480	8	2017-05-13 12:06:42	3	7	0.0
481	8	2017-05-13 12:06:42	3	11	0.0
482	8	2017-05-13 12:28:38	21	3	0.0
483	8	2017-05-13 12:36:30	3	12	0.0
484	8	2017-05-13 12:36:05	3	7	0.0
485	8	2017-05-13 12:34:29	3	6	0.0
486	8	2017-05-13 12:33:22	3	3	0.0
487	8	2017-05-13 12:36:43	3	10	0.0
488	8	2017-05-13 12:43:25	3	2	0.0
489	8	2017-05-13 12:47:12	3	4	0.0
490	8	2017-05-13 12:45:53	3	3	0.0
491	8	2017-05-13 12:57:39	21	7	0.0
492	8	2017-05-13 12:35:50	3	9	0.0
493	8	2017-05-13 12:47:58	3	7	0.0
494	8	2017-05-13 12:35:27	3	3	0.0
495	8	2017-05-13 12:39:05	21	5	0.0
496	8	2017-05-13 12:34:50	3	5	0.0
497	8	2017-05-13 12:41:46	3	7	0.0
498	8	2017-05-13 12:48:51	3	4	0.0
499	8	2017-05-13 12:54:57	3	10	0.0
500	8	2017-05-13 13:03:05	21	4	0.0
501	8	2017-05-13 13:04:03	3	8	0.0
502	8	2017-05-13 13:23:01	3	7	0.0
503	8	2017-05-13 13:30:29	21	2	0.0
504	8	2017-05-13 13:28:46	21	11	0.0
505	8	2017-05-13 13:22:02	3	4	0.0
506	8	2017-05-13 13:29:42	21	8	0.0
507	8	2017-05-13 13:32:48	21	4	0.0
508	8	2017-05-13 13:16:14	21	1	0.0
509	8	2017-05-13 13:33:44	21	2	0.0
510	8	2017-05-13 13:49:59	3	3	0.0
511	8	2017-05-13 13:57:25	21	5	0.0
512	8	2017-05-13 13:56:55	3	4	0.0
513	8	2017-05-13 14:15:44	3	6	0.0
514	8	2017-05-13 14:19:31	21	14	0.0
515	8	2017-05-13 14:19:15	21	3	0.0
516	8	2017-05-13 14:34:40	3	6	0.0
517	8	2017-05-13 14:24:06	3	6	0.0
518	8	2017-05-13 14:59:20	3	2	0.0
519	8	2017-05-13 15:23:46	3	7	0.0
520	8	2017-05-13 15:30:33	3	7	0.0
521	8	2017-05-13 15:30:32	3	8	0.0
522	8	2017-05-13 15:37:01	21	3	0.0
523	8	2017-05-13 15:38:41	21	9	0.0
524	8	2017-05-13 15:41:31	21	4	0.0
525	8	2017-05-13 15:46:11	3	4	0.0
526	8	2017-05-13 15:57:42	21	7	0.0
527	9	2017-06-16 14:00:00	11	2	0.0
528	9	2017-06-16 14:10:05	21	2	0.0
529	9	2017-06-16 14:39:56	21	2	0.0
530	9	2017-06-16 14:46:15	21	2	0.0
531	9	2017-06-16 14:49:38	21	2	0.0
532	9	2017-06-16 14:56:48	21	1	0.0
533	9	2017-06-16 15:21:10	11	1	0.0
534	9	2017-06-16 15:25:23	21	2	0.0
535	9	2017-06-16 15:28:24	11	2	0.0
536	9	2017-06-16 15:36:51	21	2	0.0
537	9	2017-06-16 15:27:58	11	2	0.0
538	9	2017-06-16 15:15:44	21	2	0.0
539	9	2017-06-16 15:31:24	21	1	0.0
540	9	2017-06-16 15:39:14	21	3	0.0
541	9	2017-06-16 15:41:59	11	2	0.0
542	9	2017-06-16 15:50:42	11	2	0.0
543	9	2017-06-16 15:48:04	11	3	0.0
544	10	2017-03-14 11:00:00	21	2	0.0
547	10	2017-03-14 11:06:50	4	2	0.0
548	10	2017-03-14 11:23:42	4	1	0.0
549	10	2017-03-14 11:32:00	4	2	0.0
550	10	2017-03-14 11:27:27	4	2	0.0
551	10	2017-03-14 11:32:14	21	5	0.0
552	10	2017-03-14 11:38:19	21	3	0.0
553	10	2017-03-14 11:34:16	21	4	0.0
554	10	2017-03-14 11:32:09	4	2	0.0
555	10	2017-03-14 11:27:06	4	3	0.0
556	10	2017-03-14 11:34:42	4	2	0.0
557	10	2017-03-14 11:45:27	21	3	0.0
558	10	2017-03-14 11:46:10	21	2	0.0
559	10	2017-03-14 11:42:48	4	2	0.0
560	10	2017-03-14 11:34:26	21	2	0.0
561	10	2017-03-14 11:47:06	21	3	0.0
562	10	2017-03-14 12:00:31	4	1	0.0
563	10	2017-03-14 12:06:53	4	4	0.0
564	10	2017-03-14 11:50:32	4	2	0.0
565	10	2017-03-14 11:49:04	4	2	0.0
566	10	2017-03-14 12:00:44	21	2	0.0
567	10	2017-03-14 11:56:17	4	2	0.0
568	10	2017-03-14 12:00:14	21	2	0.0
