productSoldId	productCode	ticketId
1287	d1	477
1288	b	477
1289	ss	478
1290	ms	478
1291	ss	478
1292	c2	478
1293	sl1	479
1294	c3	479
1295	sl1	479
1296	dk	480
1297	bf	480
1298	c2	480
1299	bs	480
1300	c1	480
1301	sl2	480
1302	wc	481
1303	c3	481
1304	pt	481
1305	sl2	481
1306	d1	481
1307	pt	481
1308	dk	481
1309	bf	481
1310	ss	481
1311	sl1	481
1312	fl	482
1313	d1	482
1314	c1	482
1315	bf	483
1316	b	483
1317	b	483
1318	fl	483
1319	c3	483
1320	ss	483
1321	sl2	483
1322	sl1	483
1323	c2	483
1324	ts	483
1325	dk	484
1326	ss	484
1327	d3	484
1328	wc	484
1329	ss	484
1330	sl2	484
1331	bs	485
1332	d1	485
1333	dk	485
1334	ss	485
1335	ts	485
1336	c1	485
1337	fl	486
1338	c2	486
1339	s2	487
1340	c1	487
1341	sl1	487
1342	s2	487
1343	sl3	487
1344	dk	487
1345	ss	487
1346	mt	487
1347	ts	487
1348	sl3	488
1349	c1	488
1350	b	489
1351	c2	489
1352	sl2	489
1353	bs	489
1354	s2	490
1355	c2	490
1356	sl2	490
1357	c2	491
1358	sl1	491
1359	ts	491
1360	d3	491
1361	fl	491
1362	ts	491
1363	sl1	492
1364	ss	492
1365	b	492
1366	sl1	492
1367	bf	492
1368	dk	492
1369	c1	492
1370	dk	492
1371	b	492
1372	pt	493
1373	c2	493
1374	sl3	493
1375	d3	493
1376	d1	493
1377	bf	493
1378	c2	494
1379	pt	494
1380	wc	494
1381	sl1	495
1382	wc	495
1383	ss	495
1384	c3	495
1385	dk	496
1386	fl	496
1387	sl1	496
1388	c2	496
1389	d3	496
1390	ts	497
1391	sl2	497
1392	c1	497
1393	sl2	497
1394	s1	497
1395	ts	497
1396	ts	498
1397	ms	498
1398	d1	498
1399	bf	498
1400	dk	499
1401	c2	499
1402	dk	499
1403	c2	499
1404	ss	499
1405	d3	499
1406	c1	499
1407	sl2	499
1408	d3	500
1409	b	500
1410	ss	500
1411	d3	500
1412	sl1	501
1413	ms	501
1414	d3	501
1415	mt	501
1416	dk	501
1417	d1	501
1418	wc	501
1419	c2	501
1420	wc	502
1421	d2	502
1422	fl	502
1423	c3	502
1424	s1	502
1425	pt	502
1426	sl1	503
1427	dk	503
1428	ts	504
1429	c2	504
1430	s1	504
1431	wc	504
1432	d1	504
1433	s1	504
1434	pt	504
1435	s2	504
1436	sl3	504
1437	ms	504
1438	fl	505
1439	c1	505
1440	bs	505
1441	ms	505
1442	s1	506
1443	ss	506
1444	d3	506
1445	c3	506
1446	c1	506
1447	sl1	506
1448	s1	506
1449	d2	506
1450	d1	507
1451	d3	507
1452	bf	507
1453	ss	508
1454	mt	509
1455	mt	509
1456	sl3	510
1457	c3	510
1458	sl3	511
1459	b	511
1460	s1	511
1461	mt	511
1462	sl2	511
1463	sl3	512
1464	d1	512
1465	c2	512
1466	pt	512
1467	s2	513
1468	c1	513
1469	d2	513
1470	fl	513
1471	ms	513
1472	d3	513
1473	c3	514
1474	bs	514
1475	d2	514
1476	d2	514
1477	pt	514
1478	c3	514
1479	ms	514
1480	d3	514
1481	d1	514
1482	s2	514
1483	ss	514
1484	c3	514
1485	pt	514
1486	pt	515
1487	ss	515
1488	d1	515
1489	d3	516
1490	ts	516
1491	ss	516
1492	sl2	516
1493	sl2	517
1494	bf	517
1495	mt	517
1496	fl	517
1497	c3	517
1498	fl	517
1499	sl1	518
1500	c3	518
1501	bf	519
1502	c1	519
1503	fl	519
1504	c3	519
1505	sl1	519
1506	s2	519
1507	c1	519
1508	sl1	520
1509	sl3	520
1510	s1	520
1511	bf	520
1512	fl	520
1513	wc	520
1514	bs	521
1515	b	521
1516	b	521
1517	ts	521
1518	pt	521
1519	wc	521
1520	wc	521
1521	s2	522
1522	sl3	522
1523	s1	522
1524	ss	523
1525	sl3	523
1526	d1	523
1527	bs	523
1528	sl2	523
1529	b	523
1530	d1	523
1531	d3	523
1532	sl1	524
1533	ms	524
1534	d2	524
1535	b	524
1536	d3	525
1537	sl3	525
1538	s1	525
1539	wc	525
1540	sl3	526
1541	s1	526
1542	c1	526
1543	sl3	526
1544	ms	526
1545	s1	526
1546	bf	526
1547	fl	527
1548	s2	527
1549	d3	528
1550	s2	528
1551	sl3	529
1552	ts	529
1553	sl2	530
1554	bf	530
1555	fl	531
1556	sl2	531
1557	ms	532
1558	b	533
1559	bs	534
1560	b	534
1561	ss	535
1562	wc	535
1563	sl3	536
1564	s2	536
1565	wc	537
1566	sl2	537
1567	sl2	538
1568	c3	538
1569	pt	539
1570	sl3	540
1571	sl3	540
1572	c3	540
1573	ms	541
1574	b	541
1575	b	542
1576	c2	542
1577	sl1	543
1578	s2	543
1579	ms	544
1580	d3	544
1585	c2	547
1586	bf	547
1587	pt	548
1588	sl2	549
1589	mt	549
1590	sl1	550
1591	s2	551
1592	c2	551
1593	c3	551
1594	pt	551
1595	s2	551
1596	bs	552
1597	d2	552
1598	s2	553
1599	d3	553
1600	b	553
1601	ms	553
1602	ts	554
1603	pt	554
1604	pt	555
1605	ts	555
1606	ms	555
1607	ts	556
1608	s1	556
1609	ms	557
1610	s1	557
1611	bf	557
1612	ts	558
1613	c3	558
1614	ts	559
1615	bs	560
1616	d2	560
1617	s1	561
1618	pt	561
1619	d2	561
1620	d3	562
1621	c2	563
1622	d3	563
1623	ts	563
1624	pt	564
1625	c2	564
1626	ss	565
1627	dk	565
1628	ss	566
1629	dk	566
1630	s2	567
1631	wc	567
1632	d1	568
1633	dk	568
1634	sl1	569
1635	mt	569
1636	sl1	570
1637	c3	570
1638	ts	571
1639	sl1	571
1640	d1	572
1641	sl1	572
1642	dk	573
1643	ms	573
1644	d1	574
1645	fl	574
1646	fl	575
1647	c3	575
1648	wc	576
1649	c3	577
1650	wc	577
1651	pt	578
1652	sl1	579
1653	dk	579
1654	sl3	580
1655	dk	580
1656	ss	580
1657	sl1	580
1658	c1	581
1659	s1	581
1660	ts	582
1661	d1	582
1662	dk	583
1663	s2	583
1664	fl	584
1665	mt	584
1666	d3	585
1667	bf	585
1668	s2	586
1669	c1	586
1670	sl3	587
1671	bf	587
1672	sl3	587
1673	sl3	587
1674	d2	587
1675	c2	587
1676	sl1	587
1680	s1	589
1681	d1	589
1682	s2	589
1683	s2	589
1684	s2	589
1685	sl2	590
1686	bf	590
1687	c1	591
1688	fl	591
1689	c3	591
1690	dk	591
1691	s2	591
1692	c3	591
1693	d2	591
1694	s2	591
1695	dk	592
1696	c3	593
1697	ms	593
1698	d2	593
1699	d2	593
1700	d1	593
1701	c1	594
1702	d1	594
1703	c3	594
1704	s2	594
1705	d2	595
1706	d1	595
1707	sl1	595
1708	d1	595
1709	d1	596
1710	bf	596
1711	c2	596
1712	fl	596
1713	c1	596
1714	s1	596
1715	dk	596
1716	ms	596
1717	dk	596
1718	sl3	597
1719	d1	597
1720	c1	597
1721	s1	598
1722	sl3	598
1723	bf	598
1724	c2	599
1725	bf	599
1726	d1	600
1727	ms	600
1728	c3	601
1729	c2	601
1730	fl	601
1731	bf	602
1732	d1	602
1733	s1	602
1734	bf	602
1735	ms	602
1736	fl	602
1737	sl1	603
1738	ms	603
1739	d3	604
1740	d3	604
1741	c3	605
1742	bf	605
1743	bf	605
1744	c1	606
1745	sl1	606
1746	d2	606
1747	d2	606
1748	sl1	606
1749	sl2	607
1750	c2	607
1751	c2	607
1752	sl3	607
1753	sl3	607
1754	bf	607
1755	s1	607
1756	dk	608
1757	s2	608
1758	sl3	608
1759	sl1	608
1760	bf	608
1761	c3	608
1762	ms	608
1763	d1	608
1764	d2	608
1765	dk	609
1766	bf	610
1767	d2	610
1768	sl1	610
1769	sl2	610
1770	fl	611
1771	s2	611
1772	d2	611
1773	sl2	611
1774	sl2	611
1775	dk	611
1776	fl	611
1777	c1	611
1778	dk	611
1779	d2	612
1780	sl1	612
1781	sl3	612
1782	dk	612
1783	c3	612
1784	bf	612
1785	c2	612
1786	s2	613
1787	ms	613
1788	d2	613
1789	c1	613
1790	bf	613
1791	s2	613
1792	d3	613
1793	c2	613
1794	s2	613
1795	d1	614
1796	ms	614
1797	d2	615
1798	s2	615
1799	s1	615
1800	c3	615
1801	sl3	615
1802	bf	615
1803	dk	616
1804	fl	616
1805	ms	617
1806	d3	617
1807	s2	617
1808	c1	617
1809	d3	618
1810	sl2	618
1811	s1	619
1812	s1	620
1813	c1	620
1814	c3	621
1815	sl1	621
1816	sl1	622
1817	sl3	622
1818	sl2	622
1819	c3	622
1820	fl	622
1821	c2	623
1822	fl	623
1823	d2	623
1824	c2	623
1825	s2	623
1826	s1	623
1827	ms	623
1828	s1	623
1829	c1	624
1830	ms	624
1831	c1	624
1832	bf	624
1833	sl2	624
1834	bf	624
1835	dk	624
1836	dk	624
1837	c2	624
1838	sl2	625
1839	c3	625
1840	bf	625
1841	sl1	625
1842	sl2	625
1843	fl	625
1844	ms	625
1845	d1	625
1846	c1	626
1847	sl2	626
1848	sl1	627
1849	fl	627
1850	d2	628
1851	sl2	628
1852	d2	628
1853	d2	628
1854	c2	629
1855	s2	630
1856	c3	631
1857	d1	632
1858	c2	632
1859	d2	632
1860	s1	632
1861	c1	632
1862	dk	633
1863	c3	633
1864	d2	633
1865	d1	633
