itemSoldId	productSoldId	compId	qty	unitId
175	50	54	1	3
176	51	38	1	3
177	51	40	1	3
178	51	51	1	3
179	52	37	1	3
180	52	54	1	3
181	53	37	1	3
182	53	54	1	3
183	54	37	1	3
184	54	54	1	3
185	55	56	18	1
186	55	41	1	3
187	55	46	1	3
188	55	43	1	3
189	56	41	1	3
190	56	46	1	3
191	56	43	1	3
192	57	56	32	1
193	57	38	1	3
194	57	48	1	3
195	57	49	1	3
196	57	43	1	3
197	58	38	1	3
198	58	41	1	3
199	58	46	1	3
200	58	47	1	3
201	58	43	1	3
202	58	64	0.75	4
203	59	56	32	1
204	59	38	1	3
205	59	48	1	3
206	59	49	1	3
207	59	43	1	3
208	60	41	1	3
209	60	46	1	3
210	60	43	1	3
211	61	41	1	3
212	61	46	1	3
213	61	43	1	3
214	62	56	32	1
215	62	38	1	3
216	62	48	1	3
217	62	49	1	3
218	62	43	1	3
219	63	56	12	1
220	63	38	1	3
221	63	44	1	3
222	63	45	1	3
223	63	42	1	3
224	65	38	1	3
225	65	40	1	3
226	65	51	1	3
227	66	38	1	3
228	66	40	1	3
229	66	52	1	3
230	67	37	1	3
231	67	54	1	3
232	68	56	20	1
233	68	38	1	3
234	68	46	1	3
235	68	47	1	3
236	68	42	1	3
237	69	41	1	3
238	69	46	1	3
239	69	43	1	3
240	70	56	18	1
241	70	41	1	3
242	70	46	1	3
243	70	43	1	3
244	71	37	1	3
245	71	53	1	3
246	72	38	1	3
247	72	40	1	3
248	72	52	1	3
249	73	37	1	3
250	73	54	1	3
251	74	38	1	3
252	74	40	1	3
253	74	52	1	3
254	76	41	1	3
255	76	46	1	3
256	76	43	1	3
257	77	38	1	3
258	77	40	1	3
259	77	51	1	3
260	78	21	1	1
261	78	38	1	3
262	78	40	1	3
263	78	51	1	3
264	78	11	1	3
265	79	56	12	1
266	79	38	1	3
267	79	44	1	3
268	79	45	1	3
269	79	42	1	3
270	80	56	20	1
271	80	38	1	3
272	80	46	1	3
273	80	47	1	3
274	80	42	1	3
275	81	41	1	3
276	81	46	1	3
277	81	43	1	3
278	82	37	1	3
279	82	53	1	3
280	83	37	1	3
281	83	54	1	3
282	84	21	1	1
283	84	38	1	3
284	84	40	1	3
285	84	51	1	3
286	84	11	1	3
287	85	21	1.5	1
288	85	38	1	3
289	85	40	1	3
290	85	52	1	3
291	85	11	1	3
292	86	38	1	3
293	86	40	1	3
294	86	52	1	3
295	87	21	1.5	1
296	87	38	1	3
297	87	40	1	3
298	87	52	1	3
299	87	11	1	3
300	88	56	12	1
301	88	38	1	3
302	88	44	1	3
303	88	45	1	3
304	88	42	1	3
305	89	38	1	3
306	89	41	1	3
307	89	46	1	3
308	89	47	1	3
309	89	43	1	3
310	89	64	0.75	4
311	90	56	12	1
312	90	38	1	3
313	90	44	1	3
314	90	45	1	3
315	90	42	1	3
316	91	37	1	3
317	91	54	1	3
318	92	21	1	1
319	92	38	1	3
320	92	40	1	3
321	92	51	1	3
322	92	11	1	3
323	93	21	1.5	1
324	93	38	1	3
325	93	40	1	3
326	93	52	1	3
327	93	11	1	3
328	94	21	1.5	1
329	94	38	1	3
330	94	40	1	3
331	94	52	1	3
332	94	11	1	3
333	95	37	1	3
334	95	53	1	3
335	96	21	1.5	1
336	96	38	1	3
337	96	40	1	3
338	96	52	1	3
339	96	11	1	3
340	97	56	12	1
341	97	38	1	3
342	97	44	1	3
343	97	45	1	3
344	97	42	1	3
345	98	56	20	1
346	98	38	1	3
347	98	46	1	3
348	98	47	1	3
349	98	42	1	3
350	99	21	1.5	1
351	99	38	1	3
352	99	40	1	3
353	99	52	1	3
354	99	11	1	3
355	100	56	18	1
356	100	41	1	3
357	100	46	1	3
358	100	43	1	3
359	101	37	1	3
360	101	54	1	3
361	103	56	12	1
362	103	38	1	3
363	103	44	1	3
364	103	45	1	3
365	103	42	1	3
366	104	37	1	3
367	104	54	1	3
368	105	38	1	3
369	105	41	1	3
370	105	46	1	3
371	105	47	1	3
372	105	43	1	3
373	105	64	0.75	4
374	106	21	1	1
375	106	38	1	3
376	106	40	1	3
377	106	51	1	3
378	106	11	1	3
379	107	21	1.5	1
380	107	38	1	3
381	107	40	1	3
382	107	52	1	3
383	107	11	1	3
384	109	56	12	1
385	109	38	1	3
386	109	44	1	3
387	109	45	1	3
388	109	42	1	3
389	110	37	1	3
390	110	54	1	3
391	111	37	1	3
392	111	53	1	3
393	112	21	1	1
394	112	38	1	3
395	112	40	1	3
396	112	51	1	3
397	112	11	1	3
398	113	21	1	1
399	113	38	1	3
400	113	40	1	3
401	113	51	1	3
402	113	11	1	3
403	114	37	1	3
404	114	53	1	3
405	115	37	1	3
406	115	53	1	3
407	116	56	18	1
408	116	41	1	3
409	116	46	1	3
410	116	43	1	3
411	117	56	32	1
412	117	38	1	3
413	117	48	1	3
414	117	49	1	3
415	117	43	1	3
416	119	37	1	3
417	119	54	1	3
418	120	56	20	1
419	120	38	1	3
420	120	46	1	3
421	120	47	1	3
422	120	42	1	3
423	121	38	1	3
424	121	40	1	3
425	121	51	1	3
426	122	37	1	3
427	122	54	1	3
428	123	38	1	3
429	123	40	1	3
430	123	51	1	3
431	124	21	1	1
432	124	38	1	3
433	124	40	1	3
434	124	51	1	3
435	124	11	1	3
436	125	37	1	3
437	125	54	1	3
438	126	56	32	1
439	126	38	1	3
440	126	48	1	3
441	126	49	1	3
442	126	43	1	3
443	127	37	1	3
444	127	54	1	3
445	128	38	1	3
446	128	40	1	3
447	128	52	1	3
448	129	21	1.5	1
449	129	38	1	3
450	129	40	1	3
451	129	52	1	3
452	129	11	1	3
453	130	21	1.5	1
454	130	38	1	3
455	130	40	1	3
456	130	52	1	3
457	130	11	1	3
458	131	38	1	3
459	131	40	1	3
460	131	52	1	3
461	132	38	1	3
462	132	41	1	3
463	132	46	1	3
464	132	47	1	3
465	132	43	1	3
466	132	64	0.75	4
467	133	21	1.5	1
468	133	38	1	3
469	133	40	1	3
470	133	52	1	3
471	133	11	1	3
472	134	38	1	3
473	134	41	1	3
474	134	46	1	3
475	134	47	1	3
476	134	43	1	3
477	134	64	0.75	4
478	135	38	1	3
479	135	40	1	3
480	135	51	1	3
481	136	56	32	1
482	136	38	1	3
483	136	48	1	3
484	136	49	1	3
485	136	43	1	3
486	138	56	12	1
487	138	38	1	3
488	138	44	1	3
489	138	45	1	3
490	138	42	1	3
491	140	38	1	3
492	140	41	1	3
493	140	46	1	3
494	140	47	1	3
495	140	43	1	3
496	140	64	0.75	4
497	141	38	1	3
498	141	40	1	3
499	141	51	1	3
500	142	38	1	3
501	142	40	1	3
502	142	50	1	3
503	143	38	1	3
504	143	40	1	3
505	143	51	1	3
506	144	56	20	1
507	144	38	1	3
508	144	46	1	3
509	144	47	1	3
510	144	42	1	3
511	145	38	1	3
512	145	40	1	3
513	145	51	1	3
514	146	8	1.5	1
515	146	15	1.5	1
516	146	21	1.5	1
517	146	34	1	3
518	146	38	1	3
519	146	40	1	3
520	146	71	1	3
521	146	11	1	3
522	147	70	1	3
523	148	37	1	3
524	148	55	1	3
525	149	21	1	1
526	149	38	1	3
527	149	40	1	3
528	149	51	1	3
529	149	11	1	3
530	150	56	12	1
531	150	38	1	3
532	150	44	1	3
533	150	45	1	3
534	150	42	1	3
535	151	37	1	3
536	151	55	1	3
537	152	21	1.5	1
538	152	38	1	3
539	152	40	1	3
540	152	52	1	3
541	152	11	1	3
542	153	38	1	3
543	153	40	1	3
544	153	51	1	3
545	154	38	1	3
546	154	40	1	3
547	154	52	1	3
548	155	8	1.5	1
549	155	12	1.5	1
550	155	15	1.5	1
551	155	21	1.5	1
552	155	11	1	3
553	155	38	1	3
554	155	40	1	3
555	155	71	1	3
556	156	38	1	3
557	156	40	1	3
558	156	50	1	3
559	157	8	1.5	1
560	157	12	1.5	1
561	157	15	1.5	1
562	157	21	1.5	1
563	157	11	1	3
564	157	38	1	3
565	157	40	1	3
566	157	71	1	3
567	158	21	1.5	1
568	158	11	1	3
569	158	72	4	1
570	158	35	1	3
571	158	38	1	3
572	158	40	1	3
573	158	71	1	3
574	159	38	1	3
575	159	40	1	3
576	159	51	1	3
577	160	56	20	1
578	160	38	1	3
579	160	46	1	3
580	160	47	1	3
581	160	42	1	3
582	161	37	1	3
583	161	55	1	3
584	162	37	1	3
585	162	55	1	3
586	163	8	1.5	1
587	163	12	1.5	1
588	163	15	1.5	1
589	163	21	1.5	1
590	163	11	1	3
591	163	38	1	3
592	163	40	1	3
593	163	71	1	3
594	164	56	20	1
595	164	38	1	3
596	164	46	1	3
597	164	47	1	3
598	164	42	1	3
599	165	37	1	3
600	165	55	1	3
601	166	8	1.5	1
602	166	15	1.5	1
603	166	21	1.5	1
604	166	11	1	3
605	166	33	4	1
606	166	72	4	1
607	166	73	4	1
608	166	38	1	3
609	166	40	1	3
610	166	71	1	3
611	167	8	1.5	1
612	167	15	1.5	1
613	167	21	1.5	1
614	167	11	1	3
615	167	33	4	1
616	167	72	4	1
617	167	73	4	1
618	167	38	1	3
619	167	40	1	3
620	167	71	1	3
621	168	38	1	3
622	168	40	1	3
623	168	50	1	3
624	169	56	20	1
625	169	38	1	3
626	169	46	1	3
627	169	47	1	3
628	169	42	1	3
629	170	38	1	3
630	170	40	1	3
631	170	50	1	3
632	171	8	1.5	1
633	171	15	1.5	1
634	171	21	1.5	1
635	171	11	1	3
636	171	33	4	1
637	171	72	4	1
638	171	73	4	1
639	171	38	1	3
640	171	40	1	3
641	171	71	1	3
642	172	56	12	1
643	172	38	1	3
644	172	44	1	3
645	172	45	1	3
646	172	42	1	3
647	173	41	1	3
648	173	46	1	3
649	173	43	1	3
650	174	8	1.5	1
651	174	15	1.5	1
652	174	21	1.5	1
653	174	11	1	3
654	174	33	4	1
655	174	72	4	1
656	174	73	4	1
657	174	38	1	3
658	174	40	1	3
659	174	71	1	3
660	175	8	1.5	1
661	175	12	1.5	1
662	175	15	1.5	1
663	175	21	1.5	1
664	175	11	1	3
665	175	38	1	3
666	175	40	1	3
667	175	71	1	3
668	176	21	1.5	1
669	176	11	1	3
670	176	72	4	1
671	176	35	1	3
672	176	38	1	3
673	176	40	1	3
674	176	71	1	3
675	177	37	1	3
676	177	55	1	3
677	178	56	32	1
678	178	38	1	3
679	178	48	1	3
680	178	49	1	3
681	178	43	1	3
682	179	37	1	3
683	179	54	1	3
684	180	37	1	3
685	180	54	1	3
686	181	56	32	1
687	181	38	1	3
688	181	48	1	3
689	181	49	1	3
690	181	43	1	3
691	182	37	1	3
692	182	53	1	3
693	183	56	12	1
694	183	38	1	3
695	183	44	1	3
696	183	45	1	3
697	183	42	1	3
698	184	38	1	3
699	184	40	1	3
700	184	52	1	3
701	185	8	1.5	1
702	185	15	1.5	1
703	185	21	1.5	1
704	185	11	1	3
705	185	33	4	1
706	185	72	4	1
707	185	73	4	1
708	185	38	1	3
709	185	40	1	3
710	185	71	1	3
711	186	37	1	3
712	186	54	1	3
713	187	8	1.5	1
714	187	15	1.5	1
715	187	21	1.5	1
716	187	11	1	3
717	187	33	4	1
718	187	72	4	1
719	187	73	4	1
720	187	38	1	3
721	187	40	1	3
722	187	71	1	3
723	188	21	1.5	1
724	188	11	1	3
725	188	72	4	1
726	188	35	1	3
727	188	38	1	3
728	188	40	1	3
729	188	71	1	3
730	189	8	1.5	1
731	189	15	1.5	1
732	189	21	1.5	1
733	189	34	1	3
734	189	38	1	3
735	189	40	1	3
736	189	71	1	3
737	189	11	1	3
738	190	37	1	3
739	190	54	1	3
740	191	21	1.5	1
741	191	38	1	3
742	191	40	1	3
743	191	52	1	3
744	191	11	1	3
745	192	37	1	3
746	192	53	1	3
747	193	56	12	1
748	193	38	1	3
749	193	44	1	3
750	193	45	1	3
751	193	42	1	3
752	194	21	1.5	1
753	194	11	1	3
754	194	72	4	1
755	194	35	1	3
756	194	38	1	3
757	194	40	1	3
758	194	71	1	3
759	195	38	1	3
760	195	40	1	3
761	195	50	1	3
762	196	8	1.5	1
763	196	15	1.5	1
764	196	21	1.5	1
765	196	11	1	3
766	196	33	4	1
767	196	72	4	1
768	196	73	4	1
769	196	38	1	3
770	196	40	1	3
771	196	71	1	3
772	197	38	1	3
773	197	40	1	3
774	197	50	1	3
775	198	37	1	3
776	198	55	1	3
777	199	37	1	3
778	199	54	1	3
779	200	38	1	3
780	200	40	1	3
781	200	50	1	3
782	201	8	1.5	1
783	201	15	1.5	1
784	201	21	1.5	1
785	201	11	1	3
786	201	33	4	1
787	201	72	4	1
788	201	73	4	1
789	201	38	1	3
790	201	40	1	3
791	201	71	1	3
792	202	21	1.5	1
793	202	38	1	3
794	202	40	1	3
795	202	52	1	3
796	202	11	1	3
797	203	70	1	3
798	204	21	1	1
799	204	38	1	3
800	204	40	1	3
801	204	51	1	3
802	204	11	1	3
803	205	38	1	3
804	205	40	1	3
805	205	50	1	3
806	206	37	1	3
807	206	53	1	3
808	207	8	1.5	1
809	207	15	1.5	1
810	207	21	1.5	1
811	207	11	1	3
812	207	33	4	1
813	207	72	4	1
814	207	73	4	1
815	207	38	1	3
816	207	40	1	3
817	207	71	1	3
818	208	37	1	3
819	208	55	1	3
820	209	38	1	3
821	209	40	1	3
822	209	51	1	3
823	210	37	1	3
824	210	55	1	3
825	211	56	20	1
826	211	38	1	3
827	211	46	1	3
828	211	47	1	3
829	211	42	1	3
830	212	8	1.5	1
831	212	15	1.5	1
832	212	21	1.5	1
833	212	34	1	3
834	212	38	1	3
835	212	40	1	3
836	212	71	1	3
837	212	11	1	3
838	213	41	1	3
839	213	46	1	3
840	213	43	1	3
841	214	37	1	3
842	214	54	1	3
843	215	38	1	3
844	215	40	1	3
845	215	50	1	3
846	216	56	32	1
847	216	38	1	3
848	216	48	1	3
849	216	49	1	3
850	216	43	1	3
851	217	38	1	3
852	217	40	1	3
853	217	52	1	3
854	218	8	1.5	1
855	218	15	1.5	1
856	218	21	1.5	1
857	218	34	1	3
858	218	38	1	3
859	218	40	1	3
860	218	71	1	3
861	218	11	1	3
862	219	38	1	3
863	219	40	1	3
864	219	50	1	3
865	220	37	1	3
866	220	54	1	3
867	221	8	1.5	1
868	221	15	1.5	1
869	221	21	1.5	1
870	221	34	1	3
871	221	38	1	3
872	221	40	1	3
873	221	71	1	3
874	221	11	1	3
875	222	21	1.5	1
876	222	11	1	3
877	222	72	4	1
878	222	35	1	3
879	222	38	1	3
880	222	40	1	3
881	222	71	1	3
882	223	41	1	3
883	223	46	1	3
884	223	43	1	3
885	224	38	1	3
886	224	40	1	3
887	224	51	1	3
888	225	56	12	1
889	225	38	1	3
890	225	44	1	3
891	225	45	1	3
892	225	42	1	3
893	226	41	1	3
894	226	46	1	3
895	226	43	1	3
896	227	38	1	3
897	227	40	1	3
898	227	52	1	3
899	228	56	32	1
900	228	38	1	3
901	228	48	1	3
902	228	49	1	3
903	228	43	1	3
904	229	37	1	3
905	229	55	1	3
906	230	56	32	1
907	230	38	1	3
908	230	48	1	3
909	230	49	1	3
910	230	43	1	3
911	231	21	1.5	1
912	231	11	1	3
913	231	72	4	1
914	231	35	1	3
915	231	38	1	3
916	231	40	1	3
917	231	71	1	3
918	232	8	1.5	1
919	232	15	1.5	1
920	232	21	1.5	1
921	232	11	1	3
922	232	33	4	1
923	232	72	4	1
924	232	73	4	1
925	232	38	1	3
926	232	40	1	3
927	232	71	1	3
928	233	38	1	3
929	233	40	1	3
930	233	50	1	3
931	234	56	12	1
932	234	38	1	3
933	234	44	1	3
934	234	45	1	3
935	234	42	1	3
936	235	70	1	3
937	237	41	1	3
938	237	46	1	3
939	237	43	1	3
940	238	56	18	1
941	238	41	1	3
942	238	46	1	3
943	238	43	1	3
944	239	70	1	3
945	241	8	1.5	1
946	241	15	1.5	1
947	241	21	1.5	1
948	241	34	1	3
949	241	38	1	3
950	241	40	1	3
951	241	71	1	3
952	241	11	1	3
953	242	56	18	1
954	242	41	1	3
955	242	46	1	3
956	242	43	1	3
957	243	41	1	3
958	243	46	1	3
959	243	43	1	3
960	244	38	1	3
961	244	40	1	3
962	244	52	1	3
963	245	21	1	1
964	245	38	1	3
965	245	40	1	3
966	245	51	1	3
967	245	11	1	3
968	246	70	1	3
969	247	8	1.5	1
970	247	15	1.5	1
971	247	21	1.5	1
972	247	11	1	3
973	247	33	4	1
974	247	72	4	1
975	247	73	4	1
976	247	38	1	3
977	247	40	1	3
978	247	71	1	3
979	248	70	1	3
980	249	38	1	3
981	249	40	1	3
982	249	51	1	3
983	250	38	1	3
984	250	40	1	3
985	250	50	1	3
986	251	56	20	1
987	251	38	1	3
988	251	46	1	3
989	251	47	1	3
990	251	42	1	3
991	252	56	18	1
992	252	41	1	3
993	252	46	1	3
994	252	43	1	3
995	253	21	1.5	1
996	253	38	1	3
997	253	40	1	3
998	253	52	1	3
999	253	11	1	3
1000	254	37	1	3
1001	254	54	1	3
1002	255	56	12	1
1003	255	38	1	3
1004	255	44	1	3
1005	255	45	1	3
1006	255	42	1	3
1007	256	38	1	3
1008	256	41	1	3
1009	256	46	1	3
1010	256	47	1	3
1011	256	43	1	3
1012	256	64	0.75	4
1013	257	38	1	3
1014	257	40	1	3
1015	257	52	1	3
1016	258	38	1	3
1017	258	40	1	3
1018	258	50	1	3
1019	259	8	1.5	1
1020	259	12	1.5	1
1021	259	15	1.5	1
1022	259	21	1.5	1
1023	259	11	1	3
1024	259	38	1	3
1025	259	40	1	3
1026	259	71	1	3
1027	261	38	1	3
1028	261	40	1	3
1029	261	52	1	3
1030	262	8	1.5	1
1031	262	12	1.5	1
1032	262	15	1.5	1
1033	262	21	1.5	1
1034	262	11	1	3
1035	262	38	1	3
1036	262	40	1	3
1037	262	71	1	3
1038	263	8	1.5	1
1039	263	12	1.5	1
1040	263	15	1.5	1
1041	263	21	1.5	1
1042	263	11	1	3
1043	263	38	1	3
1044	263	40	1	3
1045	263	71	1	3
1046	264	8	1.5	1
1047	264	15	1.5	1
1048	264	21	1.5	1
1049	264	34	1	3
1050	264	38	1	3
1051	264	40	1	3
1052	264	71	1	3
1053	264	11	1	3
1054	265	38	1	3
1055	265	40	1	3
1056	265	52	1	3
1057	266	21	1.5	1
1058	266	38	1	3
1059	266	40	1	3
1060	266	52	1	3
1061	266	11	1	3
1062	267	21	1.5	1
1063	267	38	1	3
1064	267	40	1	3
1065	267	52	1	3
1066	267	11	1	3
1067	268	37	1	3
1068	268	54	1	3
1069	269	37	1	3
1070	269	53	1	3
1071	270	38	1	3
1072	270	40	1	3
1073	270	52	1	3
1074	271	56	18	1
1075	271	41	1	3
1076	271	46	1	3
1077	271	43	1	3
1078	272	21	1.5	1
1079	272	11	1	3
1080	272	72	4	1
1081	272	35	1	3
1082	272	38	1	3
1083	272	40	1	3
1084	272	71	1	3
1085	273	56	18	1
1086	273	41	1	3
1087	273	46	1	3
1088	273	43	1	3
1089	274	37	1	3
1090	274	54	1	3
1091	275	8	1.5	1
1092	275	12	1.5	1
1093	275	15	1.5	1
1094	275	21	1.5	1
1095	275	11	1	3
1096	275	38	1	3
1097	275	40	1	3
1098	275	71	1	3
1099	276	38	1	3
1100	276	40	1	3
1101	276	51	1	3
1102	278	8	1.5	1
1103	278	15	1.5	1
1104	278	21	1.5	1
1105	278	34	1	3
1106	278	38	1	3
1107	278	40	1	3
1108	278	71	1	3
1109	278	11	1	3
1110	279	56	20	1
1111	279	38	1	3
1112	279	46	1	3
1113	279	47	1	3
1114	279	42	1	3
1115	280	37	1	3
1116	280	54	1	3
1117	281	21	1	1
1118	281	38	1	3
1119	281	40	1	3
1120	281	51	1	3
1121	281	11	1	3
1122	282	37	1	3
1123	282	55	1	3
1124	283	8	1.5	1
1125	283	15	1.5	1
1126	283	21	1.5	1
1127	283	34	1	3
1128	283	38	1	3
1129	283	40	1	3
1130	283	71	1	3
1131	283	11	1	3
1132	284	8	1.5	1
1133	284	15	1.5	1
1134	284	21	1.5	1
1135	284	34	1	3
1136	284	38	1	3
1137	284	40	1	3
1138	284	71	1	3
1139	284	11	1	3
1140	286	56	12	1
1141	286	38	1	3
1142	286	44	1	3
1143	286	45	1	3
1144	286	42	1	3
1145	287	37	1	3
1146	287	55	1	3
1147	288	56	20	1
1148	288	38	1	3
1149	288	46	1	3
1150	288	47	1	3
1151	288	42	1	3
1152	289	41	1	3
1153	289	46	1	3
1154	289	43	1	3
1155	290	56	32	1
1156	290	38	1	3
1157	290	48	1	3
1158	290	49	1	3
1159	290	43	1	3
1160	291	21	1.5	1
1161	291	11	1	3
1162	291	72	4	1
1163	291	35	1	3
1164	291	38	1	3
1165	291	40	1	3
1166	291	71	1	3
1167	292	21	1.5	1
1168	292	11	1	3
1169	292	72	4	1
1170	292	35	1	3
1171	292	38	1	3
1172	292	40	1	3
1173	292	71	1	3
1174	293	38	1	3
1175	293	41	1	3
1176	293	46	1	3
1177	293	47	1	3
1178	293	43	1	3
1179	293	64	0.75	4
1180	294	56	32	1
1181	294	38	1	3
1182	294	48	1	3
1183	294	49	1	3
1184	294	43	1	3
1185	295	70	1	3
1186	296	38	1	3
1187	296	41	1	3
1188	296	46	1	3
1189	296	47	1	3
1190	296	43	1	3
1191	296	64	0.75	4
1192	297	8	1.5	1
1193	297	15	1.5	1
1194	297	21	1.5	1
1195	297	11	1	3
1196	297	33	4	1
1197	297	72	4	1
1198	297	73	4	1
1199	297	38	1	3
1200	297	40	1	3
1201	297	71	1	3
1202	299	37	1	3
1203	299	54	1	3
1204	300	8	1.5	1
1205	300	15	1.5	1
1206	300	21	1.5	1
1207	300	34	1	3
1208	300	38	1	3
1209	300	40	1	3
1210	300	71	1	3
1211	300	11	1	3
1212	302	21	1	1
1213	302	38	1	3
1214	302	40	1	3
1215	302	51	1	3
1216	302	11	1	3
1217	303	37	1	3
1218	303	55	1	3
1219	304	8	1.5	1
1220	304	15	1.5	1
1221	304	21	1.5	1
1222	304	34	1	3
1223	304	38	1	3
1224	304	40	1	3
1225	304	71	1	3
1226	304	11	1	3
1227	305	56	20	1
1228	305	38	1	3
1229	305	46	1	3
1230	305	47	1	3
1231	305	42	1	3
1232	306	8	1.5	1
1233	306	15	1.5	1
1234	306	21	1.5	1
1235	306	34	1	3
1236	306	38	1	3
1237	306	40	1	3
1238	306	71	1	3
1239	306	11	1	3
1240	307	38	1	3
1241	307	40	1	3
1242	307	51	1	3
1243	308	41	1	3
1244	308	46	1	3
1245	308	43	1	3
1246	309	41	1	3
1247	309	46	1	3
1248	309	43	1	3
1249	310	21	1.5	1
1250	310	38	1	3
1251	310	40	1	3
1252	310	52	1	3
1253	310	11	1	3
1254	311	70	1	3
1255	312	56	12	1
1256	312	38	1	3
1257	312	44	1	3
1258	312	45	1	3
1259	312	42	1	3
1260	313	38	1	3
1261	313	40	1	3
1262	313	52	1	3
1263	314	38	1	3
1264	314	40	1	3
1265	314	50	1	3
1266	315	21	1.5	1
1267	315	11	1	3
1268	315	72	4	1
1269	315	35	1	3
1270	315	38	1	3
1271	315	40	1	3
1272	315	71	1	3
1273	316	38	1	3
1274	316	40	1	3
1275	316	50	1	3
1276	317	37	1	3
1277	317	54	1	3
1278	318	37	1	3
1279	318	53	1	3
1280	319	37	1	3
1281	319	54	1	3
1282	320	8	1.5	1
1283	320	12	1.5	1
1284	320	15	1.5	1
1285	320	21	1.5	1
1286	320	11	1	3
1287	320	38	1	3
1288	320	40	1	3
1289	320	71	1	3
1290	321	38	1	3
1291	321	40	1	3
1292	321	52	1	3
1293	322	21	1	1
1294	322	38	1	3
1295	322	40	1	3
1296	322	51	1	3
1297	322	11	1	3
1298	324	21	1.5	1
1299	324	11	1	3
1300	324	72	4	1
1301	324	35	1	3
1302	324	38	1	3
1303	324	40	1	3
1304	324	71	1	3
1305	325	8	1.5	1
1306	325	15	1.5	1
1307	325	21	1.5	1
1308	325	34	1	3
1309	325	38	1	3
1310	325	40	1	3
1311	325	71	1	3
1312	325	11	1	3
1313	326	70	1	3
1314	327	37	1	3
1315	327	54	1	3
1316	328	37	1	3
1317	328	54	1	3
1318	329	8	1.5	1
1319	329	12	1.5	1
1320	329	15	1.5	1
1321	329	21	1.5	1
1322	329	11	1	3
1323	329	38	1	3
1324	329	40	1	3
1325	329	71	1	3
1326	330	38	1	3
1327	330	40	1	3
1328	330	50	1	3
1329	331	56	32	1
1330	331	38	1	3
